id,course_id,tee_box_name,hole_number,par,yardage,meters,handicap
2956406f-c667-44c0-8683-a965bdcb6850,519f37fb-65ec-412a-a241-838c7a30a05d,White - New,15,4,378,,
29b5138e-20bb-4c87-8a8b-9b46745c778f,519f37fb-65ec-412a-a241-838c7a30a05d,Blue(w),4,5,495,,
2b1ca146-b288-4721-8bcf-05a58f5938cb,519f37fb-65ec-412a-a241-838c7a30a05d,White - New,5,4,421,,
2c4debcc-1b33-41a8-a4ef-96ed9813110d,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,14,5,,,1
2c7622b9-b4a8-445b-9a76-f58e12fe1ab6,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,9,5,612,,
2cf085f2-77d1-4c37-8ee4-56a7a97574c6,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,14,3,161,,
2dbb4238-5cf5-4cb9-ad34-e012779a1320,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),9,5,554,,
2e4becd2-3c1c-460f-8add-de8beafe91f0,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,14,3,155,,
2e94997d-0595-4c57-8a07-97e50af34b63,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,16,4,392,,
2ee0cd5c-ca15-45dd-b713-43bc5c1a87db,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),15,4,365,,
3012dfab-6cd1-497c-9487-4ca95b5ea867,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),7,4,346,,
3037d9e8-8161-46a8-9b56-200462bf4e39,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),3,3,182,,
315cc5e2-64c6-4748-af8d-69b811327570,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),1,4,370,,
3291169c-06ab-4735-8345-3e95afcd38cd,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),11,4,405,,
33a27d03-e25f-452e-be91-6e5de4fee786,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow - New,18,5,524,,
33cba7cf-a3fc-43f2-ba55-ca02b0fb525d,519f37fb-65ec-412a-a241-838c7a30a05d,Red (w) Re-Rate 1,11,4,365,,
343e34d6-af6a-44c7-9c21-c23bea290c8a,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,12,4,375,,
353d5ff1-b9f3-4937-8d04-41d2a225140e,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,9,5,554,,
35bbdb5f-288b-4106-8323-91d450c96652,519f37fb-65ec-412a-a241-838c7a30a05d,White - New (w),3,3,181,,
35cee5f1-2cf2-4f60-ac37-41bbf86e48d1,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,16,4,454,,
35ec8465-e48b-436f-a648-eb4f7f13e34d,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,4,5,495,,
36556bb9-a562-4327-92a5-f522b71300c4,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,11,4,468,,
371ce636-abb9-4644-acc8-c55b3fefc819,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,18,5,447,,
37968096-c457-4827-8851-9bdc896bc61e,519f37fb-65ec-412a-a241-838c7a30a05d,White - New,10,4,401,,
37a4099b-d83c-4073-9e1f-a89263827543,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,6,3,121,,
384d8226-8690-435e-a653-df308423e435,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,3,3,181,,
3967deb5-fb5c-4257-a8eb-ef8bbe4e3413,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,2,5,,,10
3a5e7e67-2c61-49a0-827f-6c1b3a13916d,519f37fb-65ec-412a-a241-838c7a30a05d,White - New,16,4,418,,
3af1642d-dc0b-450c-b864-2350e0c825d9,519f37fb-65ec-412a-a241-838c7a30a05d,White,9,5,,,11
3b3be223-463a-4302-8b3f-b362bc36d201,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,3,3,181,,
3cbdc651-e66e-45b6-99d9-74e0eef99aa5,519f37fb-65ec-412a-a241-838c7a30a05d,Red,2,4,340,,
3e23c8a4-d927-4da4-934b-67521bf9e23b,519f37fb-65ec-412a-a241-838c7a30a05d,Red,3,3,155,,
3e95e20d-f4c0-4c67-9769-d2a3feb604f6,519f37fb-65ec-412a-a241-838c7a30a05d,Red (w) Re-Rate 1,15,4,332,,
3fa265bd-828b-4e23-9454-9fbeffa8a7c6,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),4,5,469,,
3faf3f78-2e3c-47bd-8293-2b461cf4ae89,519f37fb-65ec-412a-a241-838c7a30a05d,Red,16,4,355,,
40537965-fd02-4531-964c-35de962c0594,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,13,5,465,,
40f261f3-77a4-452a-8d51-47920eda8b9f,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,13,5,469,,
412cad6f-1759-4924-a7f2-0872f3405eba,519f37fb-65ec-412a-a241-838c7a30a05d,White - New (w),11,4,468,,
4359cce3-27ac-435e-9c88-f7396a015d2e,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,8,4,465,,
43a7a263-5111-4377-bcf3-c36c38cff087,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,11,4,468,,
45c0dac3-b3c4-4936-8609-0085af515ff0,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),8,4,379,,
45c96bee-c5ff-4918-bdd6-5c085252f87b,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),13,5,470,,
45cc4586-f1e3-4ac8-ba0d-ba36d74b0d0d,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,3,3,150,,
460607e4-55af-409d-b335-81ab3d0d4419,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,18,5,524,,
46bdd496-9d22-4408-8123-4395432a3523,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,15,4,358,,
46edf562-cf1f-4400-bc0e-cfd0c9a25863,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,7,4,346,,
47518717-ffb2-4abf-b275-4fa2dd82b42d,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,12,4,368,,
479014ea-52b3-45e2-8c47-501c2dd47c10,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),5,4,326,,
47c8370f-beeb-4bbf-99d7-d9e577a1e498,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),12,4,335,,
481b400f-e2ea-4306-bb19-ba495392bb06,519f37fb-65ec-412a-a241-838c7a30a05d,Blue(w),9,5,545,,
4916cfea-8bc7-4ada-992f-a6c07f980346,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,3,3,203,,
4a20be9f-6f52-4920-b2c1-86f9d2cf18c8,519f37fb-65ec-412a-a241-838c7a30a05d,Red (w) Re-Rate 1,16,4,355,,
4a2919dc-13a9-448a-ba1e-ada092f0b679,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,16,4,418,,
4b487114-d922-4741-b9a4-4720a971b4a2,519f37fb-65ec-412a-a241-838c7a30a05d,Red (w) Re-Rate 1,6,3,121,,
4bd4c4ef-3cd8-4124-b69a-027c005633ce,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,18,5,535,,
4c712e74-0516-469a-bbe4-00de63e27a11,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,7,4,452,,
4d43f60a-2e2c-4607-8256-7fcfd0d51f08,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,9,5,620,,
4dccb208-ec8c-45f9-8b5a-18c0174412a0,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,15,4,,,13
4e946973-7ae0-4046-8b0e-d56f52030019,519f37fb-65ec-412a-a241-838c7a30a05d,White - New (w),5,4,421,,
4f96df3a-80af-4dd9-8d80-08997de0d558,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,18,5,460,,
502f4611-201f-4442-9cf4-364ce89f33e9,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),5,4,366,,
5073d60c-0191-41b4-8828-41473a25673a,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,3,3,138,,
508f7709-8480-44fa-a43b-cab00d89e711,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,13,5,521,,
50a6d170-c280-44c1-bd77-8c2b62311cc8,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),3,3,155,,
50d3d832-f1ba-4d4a-94f6-33ec77ae9e11,519f37fb-65ec-412a-a241-838c7a30a05d,White - New,18,5,512,,
50e727c6-3a94-44bb-aa6a-70b6650d56f8,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,4,5,482,,
50f2a6dd-e13f-4eb7-a499-67943c6707bf,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,18,5,524,,
51719b26-1587-4c36-90d6-85bd4f0788e4,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,4,5,520,,
5220fafb-2bed-42be-abc2-fa94703bc015,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,3,3,153,,
531060ae-da4a-41cd-b357-432eb756c865,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,8,4,387,,
53a0c34d-7006-4a21-8f1f-a472520538fc,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,4,5,485,,
53c58447-eaed-4af6-b295-03eed3a317c8,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),6,3,155,,
5417fe99-174d-403a-a6fe-63fa08f56efa,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,8,4,385,,
55cde765-ce4f-4838-8b5d-8b45c45c897a,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,14,3,175,,
565e507c-a219-45f9-bfb6-7e54ba2bac15,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,1,4,307,,
56d3bbb4-ad9a-4483-97f0-9582a4497583,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,1,4,339,,
57a23e32-de5e-428f-a224-e2593370f4c7,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,6,3,182,,
57d41959-e034-4ee7-ab39-24fd4fbfe253,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,2,4,403,,
5813567b-891a-4c4e-bb4a-77cc70d25b15,519f37fb-65ec-412a-a241-838c7a30a05d,White,14,3,,,14
58b404eb-0da7-4b48-b8d4-9412c428761c,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,7,3,,,18
58dc748c-4fdc-4fa8-89a0-52c3681142f2,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),1,4,339,,
596fad7c-08b1-4c90-8412-8f76b300b547,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,1,4,369,,
59d44f8b-f2de-4ccf-b9ce-83fe03888be7,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),16,4,355,,
5a50fd2f-9eea-49f4-9f56-59fd4f3cffe9,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,10,4,372,,
5a905a36-c658-44b0-98ce-e08044064ef1,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,5,4,425,,
5ac92474-bb01-4c71-bd88-9d6f46485c90,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,13,5,542,,
5aed58b4-d264-4132-b47f-7a0fd45893d4,519f37fb-65ec-412a-a241-838c7a30a05d,White - New (w),15,4,378,,
5b808e22-5de6-4873-84d5-75b6cf966ac8,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),2,4,440,,
5bc1578b-b836-4b24-8298-b28597a6dbcf,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,8,4,379,,
5c0cfaae-7692-477c-86ea-275ffd79279f,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,16,4,,,11
5c0fdf72-7279-4bee-9616-e77b1ea341ff,519f37fb-65ec-412a-a241-838c7a30a05d,Red,7,4,360,,
5c8f172e-17be-4ac2-8edf-2f1c152dd8f2,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,14,3,155,,
5cd7b890-30ae-464b-ab6d-32dda981fb6c,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),16,4,392,,
5ece7733-0ca8-43da-a5f2-913d7a810db9,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,18,5,447,,
5f870142-9f0b-4a52-8334-92ef20d17bc4,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,10,4,401,,
61f5fdab-cbc0-4517-ac2b-f878dd739630,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,6,3,145,,
620c4b2b-e55b-4412-b305-900fcb8020a0,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,10,4,413,,
62a39eb7-a4c3-4195-8295-90848fb276cd,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,17,3,164,,
63329a2b-db40-4987-b7f4-c774f44bfb58,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,1,4,369,,
63bdac26-d522-4443-baba-5c6226bb642b,519f37fb-65ec-412a-a241-838c7a30a05d,Blue(w),14,3,160,,
64838fc1-ff05-4e85-9fef-028b5bca5289,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,9,5,554,,
64e04bea-71d0-4db6-9d78-6038061d9158,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,11,4,410,,
65ca8fec-703c-482c-8fb8-c09bdb3cb0cb,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,17,3,206,,
65dedec9-9c78-444f-b9d6-4949b79eea0f,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),10,4,372,,
66b2f90b-e1e7-4ca8-a01e-2c1e95563d07,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,18,5,512,,
66d40401-8796-4989-b85e-e7516bb5e6b0,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,10,4,372,,
6794b195-22c0-4846-9657-228ede396bae,519f37fb-65ec-412a-a241-838c7a30a05d,Red (w) Re-Rate 1,12,4,335,,
68802a9d-2489-4c65-9e14-b70f296ea31e,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,2,4,450,,
6a260e28-dc2d-4dc7-b327-ee673acf1c23,519f37fb-65ec-412a-a241-838c7a30a05d,Blue(w),6,3,160,,
6a4f59d4-84b3-4492-817c-894e64bfd2dc,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,8,4,460,,
6a7b1bb5-ff32-4fe4-a805-a95172f1078a,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,1,4,375,,
6a9b8a19-2245-478b-9e70-970f12301050,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,17,3,215,,
6afaf4d6-a4ff-4afa-87d1-5d398b950f6f,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow - New,5,4,428,,
6c1439f4-f36a-44c6-a040-baa400d77bf2,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),8,4,380,,
6d3f4413-9085-44d5-8d3f-8191cb3e0c63,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,7,4,450,,
6dc7e9e8-6cf9-4f33-9d0a-90c274f0c35b,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),11,4,468,,
701dec2b-3595-426b-81a0-5fa53869fb09,519f37fb-65ec-412a-a241-838c7a30a05d,Red,1,4,355,,
707e33e6-6fdf-4b2b-a05b-5ff6ea0c87c5,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,12,4,368,,
7101a201-1e44-4d4f-938f-d578b95ffc32,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),2,4,330,,
711a3876-4aa8-4bea-812c-7cb067085ef4,519f37fb-65ec-412a-a241-838c7a30a05d,White,18,5,,,16
719e6603-186a-4d1f-ab8f-bd11ea137929,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,16,4,355,,
72270b65-a058-4e9b-ba37-a2ef43cd8974,519f37fb-65ec-412a-a241-838c7a30a05d,Red (w) Re-Rate 1,8,4,379,,
7267fe70-5986-48c1-b363-594fccdfe49c,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,7,4,431,,
726829f3-09a5-4705-af29-0441e07c1d08,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,5,4,421,,
7407f9cb-3bfb-41bb-889c-ae0a2b2863a8,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),2,4,340,,
74a572ad-8a7c-4395-b3d2-5a93578d72c7,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,8,4,387,,
75814216-dcb1-4883-8909-33669258dabd,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,2,4,439,,
7605caef-5223-4f14-b08e-59ab3c0c80f0,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),11,4,370,,
77f499ac-590e-409d-ad00-fb88c96d0630,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,6,3,145,,
786deaa7-197c-4998-b613-43354056c2ba,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow - New,3,3,203,,
789cd1c3-72a1-4c47-9c08-1c11cd5eb084,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,7,4,363,,
78adf8b0-45cb-412e-b5ac-37592c789cf6,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow - New,4,5,485,,
79ce9492-de8a-4c39-9cdb-ebfc2a93f301,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,15,4,378,,
79dae071-569f-49de-8d51-919063e1a387,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),13,5,469,,
7bb178f7-19da-43a5-bb0d-02bad03e1003,519f37fb-65ec-412a-a241-838c7a30a05d,Blue(w),15,4,365,,
7c0ae7f9-cf11-4ca8-bce6-8f1fa5da235f,519f37fb-65ec-412a-a241-838c7a30a05d,Blue(w),12,4,345,,
7ce645d3-1bd1-4e5c-a47e-4ef41fb9851f,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,7,4,346,,
7ce92d68-55b5-40ea-bdb1-a5bde4d9add4,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,12,4,361,,
7d40f03e-c6a1-47dc-8ce1-1e8c1f9b8d58,519f37fb-65ec-412a-a241-838c7a30a05d,Red,14,3,155,,
7d44c17a-c4db-4a52-820a-422d095448ce,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,4,5,416,,
7e384a0d-64e2-496d-966c-e577ecd5a5be,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,9,5,545,,
7e8ebcb4-eda8-49bb-8b87-d603187cd170,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,1,4,355,,
7f9b389f-e291-42d6-9265-869be23655ce,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,7,4,363,,
7fa0e7c2-c325-476f-8686-0943166ab87b,519f37fb-65ec-412a-a241-838c7a30a05d,White,8,4,,,3
807ca721-4365-446d-865c-de24437b5110,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,16,4,454,,
80865b6e-b609-48dd-8911-95745fed4b67,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,1,4,,,6
81669fbb-08bc-47cb-baab-1e212c2d0b3b,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),18,5,513,,
82f6aa2b-9cde-4929-afa4-a333073b1670,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,2,4,441,,
8315d6ce-39e3-4efc-8edf-e72a3b8768fc,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,18,5,512,,
83b19b3c-8620-4da9-83dd-ff97d07ef55d,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,14,3,144,,
83c5b835-ef5e-4e56-b0fc-80625cfd35cb,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),6,3,145,,
84387cbc-3d1c-4343-a80b-1515b456bc7b,519f37fb-65ec-412a-a241-838c7a30a05d,White - New (w),6,3,182,,
848cf0d6-35d4-48ef-b995-d2368ad66531,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,17,3,200,,
85542089-d6e7-4700-8bb3-72e598bda539,519f37fb-65ec-412a-a241-838c7a30a05d,White,10,4,,,10
856b2e26-e2fe-4352-8bec-9417f8f54163,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow,10,4,425,,
85a54f8c-7512-4ace-837a-ceeb68085d7d,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),16,4,419,,
871c55b0-5109-4eae-9839-255db3a3dbc9,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,2,4,403,,
879e1359-e80e-4a89-a53d-ab0b3425e5ac,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,7,4,452,,
887df2c0-6f79-4df2-be45-7655c9e34d63,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,11,4,365,,
8a19c029-4a84-47aa-bc5a-c30370260d66,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,10,4,372,,
8a75a46a-5e11-453d-82da-4f90cc6c96ac,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,8,4,387,,
8ab388fd-02a1-4478-909b-6da15b809581,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,9,5,612,,
8b0220c4-eaa2-4dec-a490-aaf97bb3e6ad,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,6,3,160,,
8b33d8d8-ba35-4189-8db0-9627b71765ef,519f37fb-65ec-412a-a241-838c7a30a05d,Blue(w),17,3,200,,
8b6ac7d1-1e2f-421e-b180-4cefdd8b2cc6,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,3,3,138,,
8c6a6d38-eddf-4ee3-9f0c-f51e62e72518,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),9,5,490,,
8cf12bc7-ede4-43b8-bada-f76284bfe66f,519f37fb-65ec-412a-a241-838c7a30a05d,Blue Re-Rate 1,12,4,340,,
8d36b97e-d420-492b-b8a0-386306dbf369,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,9,5,586,,
8da916f4-d273-4d5f-924b-23a47bb1555f,519f37fb-65ec-412a-a241-838c7a30a05d,White,11,4,,,2
8dc21f93-3b73-4ad8-b55b-c882298e43a2,519f37fb-65ec-412a-a241-838c7a30a05d,Blue,16,4,390,,
8ddcff45-6816-4323-8c17-351a5d81acbc,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,16,4,418,,
8e357da9-5122-4934-9b8a-7c60692e94a0,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,8,4,438,,
8f398d8c-ad63-4dc7-a478-1e9781d554c4,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New (w),3,3,153,,
8fd01111-349c-4efd-9bf2-b35e7933a97d,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),14,3,144,,
8fed09eb-e2f1-4ad1-8505-6a75980403e1,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),7,4,360,,
902961b4-75b4-4abf-ad66-96bbbea6f22a,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),13,5,522,,
90464a76-98f2-4412-aca3-536d20177a8e,519f37fb-65ec-412a-a241-838c7a30a05d,Red Re-Rate 1,15,4,332,,
913ffe2a-b0f5-49af-919b-f8ff81a01840,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,9,5,554,,
91fa21ac-1b6c-41ef-b893-79d5705daed3,519f37fb-65ec-412a-a241-838c7a30a05d,White - New (w),2,4,439,,
92f0b0b3-c72e-4d3d-89d4-ed91d8fbb4d6,519f37fb-65ec-412a-a241-838c7a30a05d,White,5,4,,,1
932c9aa7-c1d9-48d6-88b9-469f0860ae73,519f37fb-65ec-412a-a241-838c7a30a05d,White - New,13,5,521,,
9428c6be-fe0f-4be3-9818-a128a091148d,519f37fb-65ec-412a-a241-838c7a30a05d,White (w) Re-Rate 1,7,4,431,,
95727829-9217-49c7-8f2f-139876f391c9,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,15,4,332,,
9673d31f-ee3d-4cc6-bb57-842e8e58ea7b,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow - New,9,5,612,,
97082a93-4481-49c3-bd9d-31511f6b5062,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,13,5,465,,
97b77ec9-8cea-469c-8996-0bc1a7a4ad74,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,1,4,339,,
97d421fe-8fbd-4370-a2a4-bc0655b4764a,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),9,5,586,,
9a0172a2-c6ef-4853-8007-00433dbc7e30,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),16,4,355,,
9bbb607c-abcd-4c84-ab21-497dc0cf76cd,519f37fb-65ec-412a-a241-838c7a30a05d,Red,18,5,450,,
9d9e3666-02c2-4504-95cc-83fbe3be1012,519f37fb-65ec-412a-a241-838c7a30a05d,Blue (w) Re-Rate 1,4,5,469,,
9db8ea22-38c2-412f-ac62-30dd6f759f27,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow Re-Rate 1,13,5,542,,
9f10f58f-9c0b-4eb7-8513-e911f55a3278,519f37fb-65ec-412a-a241-838c7a30a05d,Blue - New,12,4,340,,
a13b0633-f029-4134-a292-d41f2ad18298,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow (w) Re-Rate 1,6,3,196,,
a156f221-d4aa-4300-9c75-b8b813cd808d,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,4,5,416,,
a24860e9-d00f-44f9-bfbe-c7539fbd5056,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New,6,3,121,,
a34a39fd-b8b5-4c19-b047-0792d8b4e55a,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow - New,2,4,441,,
a48e469d-80eb-4ed9-95ff-62dcffc96be1,519f37fb-65ec-412a-a241-838c7a30a05d,Red(w),10,4,380,,
a4b57d0a-79d4-4631-9d87-710d1c3e3167,519f37fb-65ec-412a-a241-838c7a30a05d,Red - New (w),10,4,368,,
a4f6d36d-812c-4dc6-a489-557bda784040,519f37fb-65ec-412a-a241-838c7a30a05d,White,1,4,,,15
a570a81b-dedd-448a-bee4-1194b0b8ad9a,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,5,4,421,,
a58bc532-193a-443f-92d4-136c41898259,519f37fb-65ec-412a-a241-838c7a30a05d,Red (w) Re-Rate 1,7,4,346,,
a58e1bdf-378c-4f24-b665-247e75d191c4,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,12,3,,,17
a6caf782-f223-401f-98e1-d970b76e4880,519f37fb-65ec-412a-a241-838c7a30a05d,Yellow - New,1,4,375,,
a72cdd87-c70a-4871-a410-4f928c157c6b,0f43bfb1-c569-4504-a7b6-d51056c9522e,White,13,4,,,7
a74d528a-a5cb-4868-9782-4e419c203e3d,519f37fb-65ec-412a-a241-838c7a30a05d,White Re-Rate 1,17,3,206,,
a879628b-6339-4d8a-b2bd-d88315daf2d3,519f37fb-65ec-412a-a241-838c7a30a05d,White (w),5,4,421,,
